Timestamp,Uso de memória
21:19:9,32.470
21:19:10,37.474
21:19:11,38.475
21:19:12,39.477
21:19:13,40.479
21:19:14,40.669
21:19:15,40.888
21:19:16,41.993
21:19:17,42.025
21:19:18,43.285
21:19:19,45.050
21:19:20,45.943
21:19:21,48.235
21:19:22,45.505
21:19:23,45.441
21:19:24,45.520
21:19:25,43.461
21:19:26,39.856
21:19:27,38.555
21:19:28,37.273
21:19:29,37.275
21:19:30,35.276
