Timestamp,Uso de memória (MiB),Limite de memória (MiB),% de uso de CPU
21:19:21,5.000,3600.000,10.000
21:19:22,20.000,3600.000,10.000
21:19:23,423.430,3600.000,730.660
21:19:26,734.210,3600.000,17.730
21:19:28,741.260,3600.000,123.980
21:19:30,743.740,3600.000,8.800
21:19:32,744.040,3600.000,7.140
21:19:34,744.610,3600.000,6.420
