Timestamp,Uso de memória (MiB),Limite de memória (MiB),% de uso de CPU
20:54:7,5.000,2700.000,10.000
20:54:9,188.460,2700.000,474.810
20:54:11,550.590,2700.000,20.040
20:54:14,550.580,2700.000,3.410
20:54:16,553.870,2700.000,34.520
20:54:18,557.160,2700.000,5.530
20:54:20,557.160,2700.000,2.110
20:54:22,557.900,2700.000,14.720
20:54:24,309.690,1500.000,3.180
20:54:27,0.000,0.000,0.000
