Timestamp,Uso de memória
21:12:8,35.468
21:12:9,35.472
21:12:10,36.473
21:12:11,36.475
21:12:12,37.476
21:12:13,38.806
21:12:14,38.364
21:12:15,39.588
21:12:16,40.540
21:12:17,40.596
21:12:18,41.863
21:12:19,41.628
21:12:20,43.202
21:12:21,44.462
21:12:22,40.463
21:12:23,40.464
21:12:24,38.711
21:12:25,38.712
21:12:26,37.443
21:12:27,35.665
21:12:28,32.666
