Timestamp,Uso de memória
20:58:57,35.453
20:58:58,35.458
20:58:59,35.459
20:59:0,36.623
20:59:1,37.576
20:59:2,38.257
20:59:3,38.302
20:59:4,38.415
20:59:5,38.683
20:59:6,38.684
20:59:7,38.685
20:59:8,38.686
20:59:9,38.687
20:59:10,38.688
20:59:11,38.689
20:59:12,38.829
20:59:13,33.014
20:59:14,32.395
20:59:15,32.396
20:59:16,32.397
20:59:17,32.398
20:59:18,32.399
20:59:19,32.400
