Timestamp,Uso de memória (MiB),Limite de memória (MiB),% de uso memória,% de uso de CPU,Qnt de cores de CPU
19:22:43,6.289,300,2.10,0.01,4
19:22:45,6.289,300,2.10,0.04,4
19:22:47,6.289,300,2.10,0.02,4
19:22:49,6.289,300,2.10,0.00,4
19:22:51,6.289,300,2.10,0.00,4
19:22:53,59.46,300,19.82,56.64,4
19:22:55,59.48,300,19.83,1.48,4
19:22:57,59.48,300,19.83,0.18,4
19:22:59,59.82,300,19.94,11.78,4
19:23:1,59.82,300,19.94,0.26,4
19:23:3,59.83,300,19.94,0.47,4
